City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,nieuw amsterdam,5.8833,-55.0833,25.08,90,48,3.19,SR,1690412968
363,flekkefjord,58.2971,6.6607,13.86,95,30,3.21,NO,1690412968
364,island harbour,50.724,-1.2758,16.75,95,100,5.81,GB,1690412968
365,cruzeiro do sul,-29.5128,-51.9853,16.96,87,100,3.72,BR,1690412684
366,manta,-0.95,-80.7333,26.88,73,0,5.81,EC,1690412969
367,labrador city,52.9463,-66.9114,16.99,69,75,4.91,CA,1690412969
368,hadibu,12.65,54.0333,25.17,81,31,10.24,YE,1690412969
369,dire dawa,9.5931,41.8661,22.12,63,29,7.09,ET,1690412969
370,mount gambier,-37.8333,140.7667,8.8,70,2,4.82,AU,1690412969
371,madang,-5.2246,145.7966,27.08,68,39,2.5,PG,1690412970
372,kaspiysk,42.8816,47.6392,20.1,88,0,4.0,RU,1690412970
373,igrim,63.1906,64.4162,13.96,97,100,1.36,RU,1690412970
374,tauranga,-37.6861,176.1667,12.19,83,88,1.79,NZ,1690412971
375,key west,24.5557,-81.7826,31.0,68,0,4.63,US,1690412971
376,holyhead,53.3062,-4.6321,16.96,100,100,8.23,GB,1690412971
377,hasaki,35.7333,140.8333,29.05,77,9,3.57,JP,1690412971
378,roseti,44.2167,27.4333,23.35,87,48,3.13,RO,1690412972
379,klaksvik,62.2266,-6.589,9.51,77,44,2.25,FO,1690412972
380,santa ana,33.7456,-117.8678,41.75,41,20,4.12,US,1690412943
381,salzwedel,52.85,11.15,12.79,94,53,3.06,DE,1690412972
382,swakopmund,-22.6833,14.5333,11.1,84,18,0.89,NA,1690412973
383,hola prystan',46.5206,32.5258,22.17,66,5,1.51,UA,1690412973
384,arteche,12.2645,125.4048,26.96,80,100,3.53,PH,1690412973
385,camana,-16.6228,-72.7111,17.43,83,79,3.21,PE,1690412973
386,uturoa,-16.7333,-151.4333,25.61,84,50,4.37,PF,1690412974
387,clarksville,36.5298,-87.3595,30.13,76,0,4.12,US,1690412808
388,nicoya,10.1483,-85.452,26.09,84,92,1.95,CR,1690412974
389,lingig,8.0389,126.4125,26.6,82,100,1.35,PH,1690412974
390,mata-utu,-13.2816,-176.1745,26.28,77,100,7.13,WF,1690412974
391,la ronge,55.1001,-105.2842,13.39,91,100,4.96,CA,1690412975
392,houghton,47.1219,-88.569,23.71,80,0,3.09,US,1690412975
393,huancayo,-12.0667,-75.2333,13.95,53,0,4.05,PE,1690412419
394,sinabang,2.4803,96.3801,26.31,85,100,0.93,ID,1690412975
395,tshikapa,-6.4167,20.8,23.61,31,3,0.53,CD,1690412976
396,yeniseysk,58.4497,92.1703,15.36,95,97,1.3,RU,1690412976
397,carnarvon,-24.8667,113.6333,15.83,57,31,6.04,AU,1690412976
398,cartagena,10.3997,-75.5144,27.77,81,82,2.22,CO,1690412667
399,lincoln,40.8,-96.667,38.28,56,0,2.06,US,1690412916
400,kihancha,-1.1838,34.6262,16.92,62,27,2.45,KE,1690412839
401,lijiang,26.8688,100.2207,13.9,97,100,1.77,CN,1690412977
402,estevan,49.1334,-102.9842,30.68,17,7,9.29,CA,1690412977
403,puerto baquerizo moreno,-0.9,-89.6,24.41,78,77,4.8,EC,1690412977
404,boumerdas,36.7664,3.4772,27.08,74,0,3.08,DZ,1690412977
405,praya,14.9215,-23.5087,27.3,78,75,5.14,CV,1690412978
406,palekh,56.8028,41.8572,19.32,94,22,4.55,RU,1690412978
407,jayapura,-2.5333,140.7,25.66,90,100,1.4,ID,1690412978
408,tromso,69.6496,18.957,11.32,87,20,5.14,NO,1690412978
409,orthez,43.4884,-0.7724,17.71,93,1,0.31,FR,1690412978
410,nuuk,64.1835,-51.7216,5.34,93,75,4.63,GL,1690412979
411,gadzhiyevo,69.2551,33.3362,10.07,96,100,1.19,RU,1690412979
412,wendell,35.781,-78.3697,34.36,68,81,2.94,US,1690412979
413,olmos,-5.9847,-79.7453,25.5,56,93,3.51,PE,1690412979
414,kroya,-7.6331,109.2461,20.79,88,50,2.31,ID,1690412980
415,ulladulla,-35.35,150.4667,12.45,51,0,2.04,AU,1690412980
416,lata,40.1629,-8.3327,17.82,96,17,1.57,PT,1690412980
417,elliot lake,46.3834,-82.6331,19.07,94,100,1.94,CA,1690412980
418,hailey,43.5196,-114.3153,31.0,18,0,5.81,US,1690412800
419,le morne-rouge,14.7667,-61.1333,24.76,80,88,4.76,MQ,1690412980
420,letlhakane,-21.4167,25.5833,15.49,56,1,5.38,BW,1690412981
421,toliara,-23.35,43.6667,18.37,58,0,7.52,MG,1690412981
422,maksatikha,57.797,35.8825,12.9,98,54,2.27,RU,1690412981
423,coyhaique,-45.5752,-72.0662,-0.03,93,100,1.54,CL,1690412785
424,remire-montjoly,4.9167,-52.2667,26.02,94,20,0.51,GF,1690412981
425,luena,-11.7833,19.9167,15.19,42,0,1.85,AO,1690412982
426,puerto deseado,-47.7503,-65.8938,1.04,71,6,4.72,AR,1690412982
427,kolonia town,6.964,158.206,30.06,79,40,2.06,FM,1690412982
428,walvis bay,-22.9575,14.5053,11.16,77,8,2.66,NA,1690412982
429,sipocot,13.768,122.9762,26.6,89,100,6.48,PH,1690412982
430,sechura,-5.5569,-80.8222,24.85,64,63,8.44,PE,1690412983
431,kirakira,-10.4544,161.9205,27.09,85,91,5.84,SB,1690412983
432,ain sukhna,29.6002,32.3167,30.35,41,1,2.21,EG,1690412983
433,north platte,41.1239,-100.7654,35.62,44,0,2.57,US,1690412983
434,vilyuchinsk,52.9306,158.4028,22.15,73,100,1.46,RU,1690412983
435,chonchi,-42.6128,-73.8092,8.4,97,100,0.58,CL,1690412713
436,tongouson,5.0214,120.1328,28.43,78,100,7.99,PH,1690412984
437,erdemli,36.605,34.3084,28.45,57,0,3.12,TR,1690412984
438,bari sadri,24.4167,74.4667,26.1,87,100,2.57,IN,1690412984
439,filipstad,59.7124,14.1683,9.37,96,10,1.47,SE,1690412984
440,harlingen,26.1906,-97.6961,36.05,32,0,9.26,US,1690412956
441,nova sintra,14.8667,-24.7167,22.86,87,53,6.06,CV,1690412985
442,peace river,56.2501,-117.286,19.17,82,75,4.63,CA,1690412985
443,hidden valley lake,38.808,-122.5583,36.23,28,0,2.24,US,1690412985
444,chipata,-13.6333,32.65,12.1,87,6,2.55,ZM,1690412986
445,northam,51.0333,-4.2167,18.14,98,100,9.74,GB,1690412987
446,bhimunipatnam,17.8833,83.4333,25.35,90,95,8.66,IN,1690412987
447,karukh,34.4811,62.5863,27.0,15,0,9.54,AF,1690412987
448,qusmuryn,52.4503,64.6311,18.47,72,48,1.52,KZ,1690412987
449,east london,-33.0153,27.9116,17.38,73,83,6.84,ZA,1690412903
450,gisborne,-38.6533,178.0042,9.64,64,71,4.27,NZ,1690412955
451,malmesbury,-33.4608,18.7271,8.2,92,95,1.84,ZA,1690412988
452,kristiansund,63.1115,7.732,15.03,94,100,2.57,NO,1690412988
453,cam ranh,11.9214,109.1591,26.98,89,20,1.03,VN,1690412989
454,port elizabeth,-33.918,25.5701,13.39,76,100,5.07,ZA,1690412989
455,amboasary,-25.0333,46.3833,16.1,74,7,3.29,MG,1690412989
456,las khorey,11.1595,48.1967,31.67,49,24,6.86,SO,1690412990
457,kolonia,50.9333,6.95,17.81,71,0,3.6,DE,1690412990
458,boguchany,58.3814,97.4531,17.2,94,89,0.64,RU,1690412990
459,villazon,-22.0866,-65.5942,7.68,33,0,4.39,BO,1690412990
460,geraldton,-28.7667,114.6,9.23,93,75,2.57,AU,1690412991
461,palikir - national government center,6.9248,158.1611,29.47,79,40,2.06,FM,1690412991
462,turpan,42.9333,89.1667,35.24,12,2,1.4,CN,1690412991
463,kayangel,8.0823,134.7173,25.8,90,100,9.99,PW,1690412991
464,mil'kovo,55.6078,37.7956,18.73,91,57,2.55,RU,1690412991
465,ciudad lazaro cardenas,17.9583,-102.2,31.02,59,38,4.6,MX,1690412992
466,prince rupert,54.3161,-130.3201,17.28,71,80,2.6,CA,1690412988
467,nema,57.5067,50.5011,16.86,96,100,3.77,RU,1690412992
468,cooper's town,26.8667,-77.5167,27.27,76,100,3.36,BS,1690412992
469,manalongon,9.2209,122.886,26.91,84,98,4.75,PH,1690412992
470,male,4.1748,73.5089,27.79,75,100,1.9,MV,1690412981
471,tsetserleg,47.475,101.4542,11.33,75,77,2.56,MN,1690412993
472,napili-honokowai,20.9708,-156.6705,30.64,86,5,7.8,US,1690412993
473,kalymnos,36.95,26.9833,27.74,74,0,3.6,GR,1690412993
474,huron,41.1501,-82.5499,29.43,73,55,7.42,US,1690412994
475,lupane,-18.9315,27.807,11.77,65,1,1.3,ZW,1690412967
476,greymouth,-42.4667,171.2,8.77,69,95,8.3,NZ,1690412967
477,lobito,-12.3481,13.5456,19.97,89,12,2.79,AO,1690412994
478,twon-brass,4.3151,6.2418,25.6,87,87,5.61,NG,1690412994
479,saint joseph,39.7686,-94.8466,36.25,65,0,3.6,US,1690412995
480,el abadia,36.2695,1.6861,26.86,58,0,3.34,DZ,1690412995
481,lillesand,58.2488,8.3778,12.97,94,100,2.57,NO,1690412995
482,kelso,46.1468,-122.9084,29.66,38,0,4.12,US,1690412995
483,languyan,5.2618,120.0807,27.91,79,100,5.28,PH,1690412995
484,bel ombre,-4.6167,55.4167,25.26,84,67,6.96,SC,1690412995
485,vila franca do campo,37.7167,-25.4333,21.23,82,22,2.01,PT,1690412996
486,mahebourg,-20.4081,57.7,19.16,94,20,1.54,MU,1690412996
487,winnemucca,40.973,-117.7357,37.03,8,0,4.63,US,1690412865
488,mili,6.0815,171.735,27.79,77,85,5.19,MH,1690412996
489,lautoka,-17.6167,177.4667,21.92,83,100,4.12,FJ,1690412996
490,san fernando,15.0286,120.6898,26.35,88,100,6.22,PH,1690412984
491,tarime,-1.35,34.3667,17.43,61,36,1.71,TZ,1690412997
492,port moresby,-9.4431,147.1797,25.81,73,68,3.02,PG,1690412997
493,fenoarivo be,-18.4333,46.5667,12.37,82,2,3.83,MG,1690412997
494,kasongo-lunda,-6.4667,16.8167,23.32,43,3,0.79,CD,1690412997
495,brookings,44.3114,-96.7984,36.0,31,0,0.0,US,1690412997
496,alvaraes,-3.2208,-64.8042,27.93,51,42,0.64,BR,1690412998
497,tanjung pandan,-2.75,107.65,24.93,91,78,3.47,ID,1690412998
498,camacupa,-12.0167,17.4833,17.07,35,0,1.22,AO,1690412998
499,kalmunai,7.4167,81.8167,26.5,77,100,2.66,LK,1690412998
500,tamasi,46.6333,18.2833,14.82,65,81,5.67,HU,1690412998
501,luwuk,-0.9516,122.7875,25.19,85,73,2.43,ID,1690412998
502,simanggang,1.2472,111.4528,22.91,91,91,1.12,MY,1690412999
503,cabedelo,-6.9811,-34.8339,24.37,86,17,5.91,BR,1690412999
504,ararangua,-28.9347,-49.4858,20.01,74,99,1.93,BR,1690412999
505,viqueque,-8.8673,126.3658,21.73,86,33,0.65,TL,1690412999
506,hilo,19.7297,-155.09,29.41,78,40,4.63,US,1690412712
507,nehe,48.4833,124.8333,21.53,97,85,2.85,CN,1690412999
508,kurumkan,54.3,110.3,17.15,89,100,0.3,RU,1690413000
509,illizi,26.4833,8.4667,34.23,10,1,5.32,DZ,1690413000
510,praia,14.9215,-23.5087,27.3,78,75,5.14,CV,1690412870
511,selkirk,50.1436,-96.8845,32.27,83,57,2.7,CA,1690412974
512,beihuaidian,39.2553,117.5583,26.01,72,87,2.64,CN,1690413000
513,mount pearl,47.5166,-52.7813,21.52,70,98,4.83,CA,1690412855
514,polyarnyy,69.1989,33.4478,10.24,97,100,1.29,RU,1690413001
515,machico,32.7,-16.7667,22.35,79,20,2.57,PT,1690413001
516,pasto,1.2136,-77.2811,13.93,92,75,0.9,CO,1690413001
517,znojmo,48.8555,16.0488,13.39,84,17,4.77,CZ,1690413002
518,saint-francois,46.4154,3.9054,16.69,77,64,2.06,FR,1690413002
519,tual,-5.6667,132.75,26.02,85,88,9.34,ID,1690413002
520,dundee,56.5,-2.9667,14.27,92,75,3.6,GB,1690413003
521,prieska,-29.6641,22.7474,8.44,52,0,1.62,ZA,1690413003
522,roswell,34.0232,-84.3616,33.6,59,0,2.57,US,1690412802
523,san juan,-31.5375,-68.5364,13.23,44,43,1.72,AR,1690413003
524,songyuan,45.1171,124.8568,25.4,84,77,6.92,CN,1690412725
525,novodvinsk,64.4165,40.8122,14.43,87,99,1.79,RU,1690413004
526,joao pinheiro,-17.7425,-46.1725,20.85,38,0,0.26,BR,1690413005
527,bubaque,11.2833,-15.8333,27.58,81,90,5.55,GW,1690413005
528,anse a galets,18.8317,-72.8642,26.14,91,100,3.89,HT,1690413005
529,lulea,65.5842,22.1547,16.04,88,100,0.51,SE,1690413005
530,namanyere,-7.5167,31.05,15.28,42,73,3.83,TZ,1690413006
531,naracoorte,-36.9579,140.7383,8.84,69,0,5.58,AU,1690413006
532,pisco,-13.7,-76.2167,19.03,72,0,7.72,PE,1690413006
533,muravlenko,63.7898,74.523,18.28,72,76,2.11,RU,1690413006
534,anamosa,42.1083,-91.2852,34.6,51,0,5.45,US,1690413007
535,nogliki,51.8333,143.1667,16.63,97,100,4.79,RU,1690413007
536,karratha,-20.7377,116.8463,19.02,69,42,3.61,AU,1690413007
537,kununurra,-15.7667,128.7333,14.99,82,6,0.0,AU,1690413007
538,formosa,-26.1775,-58.1781,15.99,87,100,6.17,AR,1690413008
539,macas,-2.3167,-78.1167,25.86,69,40,2.57,EC,1690413008
540,okha,53.5739,142.9478,13.44,98,100,2.95,RU,1690413008
541,stolin,51.8912,26.846,15.48,96,100,3.65,BY,1690413008
542,posto fiscal rolim de moura,-13.0833,-62.2667,28.8,37,34,0.11,BR,1690413009
543,balabac,7.9868,117.0645,28.58,75,91,6.93,PH,1690413009
544,dakhla,23.6848,-15.958,20.18,88,0,10.41,EH,1690413010
545,vanimo,-2.6741,141.3028,26.29,88,100,1.63,PG,1690413010
546,arno,60.1167,18.6333,13.23,73,34,3.73,SE,1690413010
547,libreville,0.3925,9.4537,26.01,78,20,2.57,GA,1690412136
548,palestine,31.9216,35.2033,26.05,33,2,1.18,PS,1690413011
549,dungarpur,23.8333,73.7167,26.76,86,100,5.21,IN,1690413011
550,malmyzh,56.5205,50.6818,17.04,91,77,3.71,RU,1690413012
551,bundu,23.1833,85.5833,24.86,96,64,2.74,IN,1690413012
552,anthony,32.004,-106.6058,42.25,12,0,1.54,US,1690413002
553,berezovyy,51.6667,135.7,22.91,75,74,0.78,RU,1690413013
554,galle,6.0367,80.217,25.64,87,100,3.24,LK,1690412855
555,shakhtersk,48.0625,38.5167,21.37,48,0,2.03,UA,1690413013
556,agadez,19.75,10.25,32.71,10,6,4.68,NE,1690413013
557,bandar-e lengeh,26.5579,54.8807,33.11,77,95,5.25,IR,1690413014
558,hami,42.8,93.45,28.12,14,2,4.06,CN,1690412919
559,vaskelovo,60.3693,30.3534,13.37,97,100,1.11,RU,1690413014
560,margate,51.3813,1.3862,16.28,94,100,4.47,GB,1690413014
561,argostolion,38.1811,20.489,25.42,88,64,3.59,GR,1690413014
562,puerto ayacucho,5.6639,-67.6236,25.77,86,76,2.36,VE,1690413015
563,crofton,39.0018,-76.6875,31.75,72,0,5.14,US,1690413015
564,cockburn town,21.4612,-71.1419,28.66,83,57,9.61,TC,1690413015
565,new richmond,45.123,-92.5366,33.4,66,40,0.0,US,1690413015
